Ticket_ID,System,Document,Severity,RCA_Category,Manual_Remediation,Timestamp,Business_Impact
INC-10384,Identity Access,Access denied for user in Identity Access. Intermittent issue.,Medium,Permissions,Update IAM policy for Identity Access,2026-01-28 01:00:00,2
INC-10385,Cloud Infrastructure,Access denied for user in Cloud Infrastructure. Intermittent issue.,Medium,Permissions,Update IAM policy for Cloud Infrastructure,2026-02-26 19:00:00,5
INC-10386,Oracle DB,Latency spike in Oracle DB API. Error code 504.,Low,Performance,Clear cache and monitor,2026-02-07 03:00:00,4
INC-10387,Identity Access,Latency spike in Identity Access API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-02-13 18:00:00,1
INC-10388,Oracle DB,Connection timeout in Oracle DB. Error code 504.,High,Network/DB,Restart Oracle DB services,2026-01-11 04:00:00,1
INC-10389,SAP ERP,Access denied for user in SAP ERP. Intermittent issue.,Medium,Permissions,Update IAM policy for SAP ERP,2026-03-27 02:00:00,1
INC-10390,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-01-25 02:00:00,4
INC-10391,Oracle DB,Data sync failure between Oracle DB and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-01-22 02:00:00,3
INC-10392,Middleware,Latency spike in Middleware API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-01-02 14:00:00,5
INC-10393,SAP ERP,Memory limit exceeded in SAP ERP. Intermittent issue.,Critical,Resource,Scale up SAP ERP instance,2026-03-13 00:00:00,5
INC-10394,Middleware,Memory limit exceeded in Middleware. Urgent help needed.,Critical,Resource,Scale up Middleware instance,2026-01-02 03:00:00,4
INC-10395,Middleware,Access denied for user in Middleware. Error code 504.,Medium,Permissions,Update IAM policy for Middleware,2026-03-09 03:00:00,4
INC-10396,Middleware,Latency spike in Middleware API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-02-22 06:00:00,5
INC-10397,Identity Access,Connection timeout in Identity Access. Urgent help needed.,High,Network/DB,Restart Identity Access services,2026-02-14 02:00:00,1
INC-10398,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Urgent help needed.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-01-02 18:00:00,5
INC-10399,Cloud Infrastructure,Access denied for user in Cloud Infrastructure. Reported by monitoring.,Medium,Permissions,Update IAM policy for Cloud Infrastructure,2026-01-20 22:00:00,3
INC-10400,SAP ERP,Access denied for user in SAP ERP. Urgent help needed.,Medium,Permissions,Update IAM policy for SAP ERP,2026-03-06 04:00:00,2
INC-10401,Middleware,Data sync failure between Middleware and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-01-03 10:00:00,3
INC-10402,Identity Access,Data sync failure between Identity Access and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-03-24 14:00:00,2
INC-10403,Middleware,Memory limit exceeded in Middleware. Urgent help needed.,Critical,Resource,Scale up Middleware instance,2026-03-02 17:00:00,3
INC-10404,SAP ERP,Latency spike in SAP ERP API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-03-30 20:00:00,4
INC-10405,Identity Access,Latency spike in Identity Access API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-01-19 03:00:00,3
INC-10406,SAP ERP,Connection timeout in SAP ERP. Error code 504.,High,Network/DB,Restart SAP ERP services,2026-01-01 12:00:00,3
INC-10407,Identity Access,Data sync failure between Identity Access and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-02-01 09:00:00,5
INC-10408,Oracle DB,Data sync failure between Oracle DB and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-02-26 04:00:00,2
INC-10409,Middleware,Data sync failure between Middleware and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-02-03 14:00:00,5
INC-10410,Identity Access,Access denied for user in Identity Access. Intermittent issue.,Medium,Permissions,Update IAM policy for Identity Access,2026-01-27 19:00:00,3
INC-10411,Oracle DB,Data sync failure between Oracle DB and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-01-28 22:00:00,5
INC-10412,Identity Access,Latency spike in Identity Access API. Error code 504.,Low,Performance,Clear cache and monitor,2026-01-29 13:00:00,4
INC-10413,Cloud Infrastructure,Access denied for user in Cloud Infrastructure. Urgent help needed.,Medium,Permissions,Update IAM policy for Cloud Infrastructure,2026-02-20 15:00:00,5
INC-10414,Identity Access,Data sync failure between Identity Access and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-03-17 08:00:00,1
INC-10415,SAP ERP,Memory limit exceeded in SAP ERP. Reported by monitoring.,Critical,Resource,Scale up SAP ERP instance,2026-03-10 14:00:00,3
INC-10416,SAP ERP,Access denied for user in SAP ERP. Urgent help needed.,Medium,Permissions,Update IAM policy for SAP ERP,2026-03-06 12:00:00,1
INC-10417,Identity Access,Latency spike in Identity Access API. Error code 504.,Low,Performance,Clear cache and monitor,2026-03-06 19:00:00,3
INC-10418,Middleware,Latency spike in Middleware API. Error code 504.,Low,Performance,Clear cache and monitor,2026-02-21 23:00:00,4
INC-10419,Middleware,Latency spike in Middleware API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-01-10 04:00:00,3
INC-10420,Identity Access,Data sync failure between Identity Access and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-01-29 05:00:00,3
INC-10421,Oracle DB,Latency spike in Oracle DB API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-03-21 00:00:00,3
INC-10422,Oracle DB,Latency spike in Oracle DB API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-03-05 10:00:00,1
INC-10423,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-04-01 18:00:00,2
INC-10424,Oracle DB,Data sync failure between Oracle DB and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-03-15 11:00:00,5
INC-10425,Middleware,Memory limit exceeded in Middleware. Reported by monitoring.,Critical,Resource,Scale up Middleware instance,2026-03-04 05:00:00,2
INC-10426,Identity Access,Latency spike in Identity Access API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-02-07 10:00:00,2
INC-10427,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Reported by monitoring.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-03-25 08:00:00,5
INC-10428,SAP ERP,Connection timeout in SAP ERP. Reported by monitoring.,High,Network/DB,Restart SAP ERP services,2026-03-12 12:00:00,5
INC-10429,Oracle DB,Memory limit exceeded in Oracle DB. Error code 504.,Critical,Resource,Scale up Oracle DB instance,2026-02-20 04:00:00,2
INC-10430,SAP ERP,Access denied for user in SAP ERP. Intermittent issue.,Medium,Permissions,Update IAM policy for SAP ERP,2026-03-18 05:00:00,3
INC-10431,SAP ERP,Latency spike in SAP ERP API. Error code 504.,Low,Performance,Clear cache and monitor,2026-01-21 00:00:00,5
INC-10432,Middleware,Latency spike in Middleware API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-02-02 12:00:00,3
INC-10433,Identity Access,Access denied for user in Identity Access. Urgent help needed.,Medium,Permissions,Update IAM policy for Identity Access,2026-01-20 15:00:00,1
INC-10434,Identity Access,Memory limit exceeded in Identity Access. Urgent help needed.,Critical,Resource,Scale up Identity Access instance,2026-01-31 00:00:00,5
INC-10435,Oracle DB,Access denied for user in Oracle DB. Urgent help needed.,Medium,Permissions,Update IAM policy for Oracle DB,2026-02-19 14:00:00,5
INC-10436,SAP ERP,Latency spike in SAP ERP API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-01-23 13:00:00,2
INC-10437,Middleware,Data sync failure between Middleware and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-01-18 09:00:00,5
INC-10438,SAP ERP,Latency spike in SAP ERP API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-03-31 17:00:00,2
INC-10439,Cloud Infrastructure,Access denied for user in Cloud Infrastructure. Error code 504.,Medium,Permissions,Update IAM policy for Cloud Infrastructure,2026-03-31 02:00:00,3
INC-10440,SAP ERP,Access denied for user in SAP ERP. Reported by monitoring.,Medium,Permissions,Update IAM policy for SAP ERP,2026-02-04 00:00:00,1
INC-10441,Oracle DB,Memory limit exceeded in Oracle DB. Intermittent issue.,Critical,Resource,Scale up Oracle DB instance,2026-01-26 12:00:00,3
INC-10442,SAP ERP,Memory limit exceeded in SAP ERP. Urgent help needed.,Critical,Resource,Scale up SAP ERP instance,2026-02-06 04:00:00,2
INC-10443,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Reported by monitoring.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-01-12 04:00:00,3
INC-10444,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-01-04 18:00:00,1
INC-10445,Middleware,Access denied for user in Middleware. Reported by monitoring.,Medium,Permissions,Update IAM policy for Middleware,2026-02-10 10:00:00,1
INC-10446,Identity Access,Access denied for user in Identity Access. Urgent help needed.,Medium,Permissions,Update IAM policy for Identity Access,2026-03-11 19:00:00,4
INC-10447,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Error code 504.,Low,Performance,Clear cache and monitor,2026-01-04 17:00:00,1
INC-10448,SAP ERP,Connection timeout in SAP ERP. Intermittent issue.,High,Network/DB,Restart SAP ERP services,2026-02-25 16:00:00,1
INC-10449,Identity Access,Memory limit exceeded in Identity Access. Error code 504.,Critical,Resource,Scale up Identity Access instance,2026-02-09 21:00:00,4
INC-10450,Oracle DB,Connection timeout in Oracle DB. Reported by monitoring.,High,Network/DB,Restart Oracle DB services,2026-02-04 23:00:00,1
INC-10451,Identity Access,Access denied for user in Identity Access. Reported by monitoring.,Medium,Permissions,Update IAM policy for Identity Access,2026-02-24 23:00:00,3
INC-10452,Oracle DB,Data sync failure between Oracle DB and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-03-30 09:00:00,3
INC-10453,Middleware,Data sync failure between Middleware and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-02-09 18:00:00,5
INC-10454,Oracle DB,Connection timeout in Oracle DB. Urgent help needed.,High,Network/DB,Restart Oracle DB services,2026-02-01 01:00:00,2
INC-10455,SAP ERP,Latency spike in SAP ERP API. Error code 504.,Low,Performance,Clear cache and monitor,2026-01-14 09:00:00,5
INC-10456,SAP ERP,Access denied for user in SAP ERP. Intermittent issue.,Medium,Permissions,Update IAM policy for SAP ERP,2026-03-07 17:00:00,4
INC-10457,Middleware,Memory limit exceeded in Middleware. Error code 504.,Critical,Resource,Scale up Middleware instance,2026-01-19 17:00:00,2
INC-10458,Identity Access,Memory limit exceeded in Identity Access. Error code 504.,Critical,Resource,Scale up Identity Access instance,2026-01-03 22:00:00,5
INC-10459,Identity Access,Connection timeout in Identity Access. Reported by monitoring.,High,Network/DB,Restart Identity Access services,2026-03-01 00:00:00,1
INC-10460,Oracle DB,Connection timeout in Oracle DB. Urgent help needed.,High,Network/DB,Restart Oracle DB services,2026-02-07 18:00:00,5
INC-10461,Oracle DB,Memory limit exceeded in Oracle DB. Urgent help needed.,Critical,Resource,Scale up Oracle DB instance,2026-01-05 19:00:00,2
INC-10462,Cloud Infrastructure,Access denied for user in Cloud Infrastructure. Intermittent issue.,Medium,Permissions,Update IAM policy for Cloud Infrastructure,2026-01-18 03:00:00,4
INC-10463,Middleware,Access denied for user in Middleware. Error code 504.,Medium,Permissions,Update IAM policy for Middleware,2026-03-18 03:00:00,2
INC-10464,Oracle DB,Connection timeout in Oracle DB. Intermittent issue.,High,Network/DB,Restart Oracle DB services,2026-02-07 22:00:00,5
INC-10465,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Reported by monitoring.,High,Network/DB,Restart Cloud Infrastructure services,2026-03-14 18:00:00,5
INC-10466,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-03-30 22:00:00,5
INC-10467,Middleware,Access denied for user in Middleware. Reported by monitoring.,Medium,Permissions,Update IAM policy for Middleware,2026-01-20 02:00:00,4
INC-10468,SAP ERP,Latency spike in SAP ERP API. Error code 504.,Low,Performance,Clear cache and monitor,2026-01-27 19:00:00,4
INC-10469,Identity Access,Memory limit exceeded in Identity Access. Error code 504.,Critical,Resource,Scale up Identity Access instance,2026-02-10 01:00:00,1
INC-10470,SAP ERP,Memory limit exceeded in SAP ERP. Intermittent issue.,Critical,Resource,Scale up SAP ERP instance,2026-02-20 10:00:00,5
INC-10471,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Error code 504.,High,Network/DB,Restart Cloud Infrastructure services,2026-01-18 05:00:00,2
INC-10472,SAP ERP,Memory limit exceeded in SAP ERP. Reported by monitoring.,Critical,Resource,Scale up SAP ERP instance,2026-04-01 05:00:00,3
INC-10473,SAP ERP,Data sync failure between SAP ERP and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-02-02 07:00:00,5
INC-10474,Identity Access,Latency spike in Identity Access API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-03-01 12:00:00,2
INC-10475,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-02-12 20:00:00,3
INC-10476,Middleware,Memory limit exceeded in Middleware. Error code 504.,Critical,Resource,Scale up Middleware instance,2026-02-26 01:00:00,3
INC-10477,SAP ERP,Latency spike in SAP ERP API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-03-10 17:00:00,1
INC-10478,Middleware,Latency spike in Middleware API. Error code 504.,Low,Performance,Clear cache and monitor,2026-03-14 04:00:00,3
INC-10479,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Error code 504.,Low,Performance,Clear cache and monitor,2026-03-09 20:00:00,1
INC-10480,Identity Access,Access denied for user in Identity Access. Urgent help needed.,Medium,Permissions,Update IAM policy for Identity Access,2026-03-09 20:00:00,2
INC-10481,Middleware,Data sync failure between Middleware and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-02-12 15:00:00,5
INC-10482,SAP ERP,Latency spike in SAP ERP API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-03-30 21:00:00,2
INC-10483,Middleware,Access denied for user in Middleware. Error code 504.,Medium,Permissions,Update IAM policy for Middleware,2026-01-04 13:00:00,5
INC-10484,Middleware,Access denied for user in Middleware. Urgent help needed.,Medium,Permissions,Update IAM policy for Middleware,2026-04-01 11:00:00,1
INC-10485,Middleware,Latency spike in Middleware API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-02-22 04:00:00,4
INC-10486,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Reported by monitoring.,High,Network/DB,Restart Cloud Infrastructure services,2026-03-10 06:00:00,3
INC-10487,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Urgent help needed.,High,Network/DB,Restart Cloud Infrastructure services,2026-01-26 01:00:00,3
INC-10488,Oracle DB,Connection timeout in Oracle DB. Urgent help needed.,High,Network/DB,Restart Oracle DB services,2026-02-22 11:00:00,4
INC-10489,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-03-24 06:00:00,5
INC-10490,Oracle DB,Access denied for user in Oracle DB. Urgent help needed.,Medium,Permissions,Update IAM policy for Oracle DB,2026-03-26 11:00:00,3
INC-10491,SAP ERP,Latency spike in SAP ERP API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-03-20 17:00:00,1
INC-10492,Oracle DB,Memory limit exceeded in Oracle DB. Reported by monitoring.,Critical,Resource,Scale up Oracle DB instance,2026-03-31 05:00:00,3
INC-10493,Identity Access,Access denied for user in Identity Access. Reported by monitoring.,Medium,Permissions,Update IAM policy for Identity Access,2026-01-17 03:00:00,1
INC-10494,Identity Access,Data sync failure between Identity Access and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-02-20 19:00:00,2
INC-10495,Oracle DB,Access denied for user in Oracle DB. Error code 504.,Medium,Permissions,Update IAM policy for Oracle DB,2026-02-10 05:00:00,5
INC-10496,Identity Access,Access denied for user in Identity Access. Intermittent issue.,Medium,Permissions,Update IAM policy for Identity Access,2026-03-30 10:00:00,4
INC-10497,Identity Access,Access denied for user in Identity Access. Reported by monitoring.,Medium,Permissions,Update IAM policy for Identity Access,2026-01-19 22:00:00,4
INC-10498,SAP ERP,Data sync failure between SAP ERP and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-03-25 11:00:00,3
INC-10499,Identity Access,Data sync failure between Identity Access and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-02-12 18:00:00,2
INC-10500,Middleware,Latency spike in Middleware API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-03-21 21:00:00,4
INC-10501,Oracle DB,Memory limit exceeded in Oracle DB. Reported by monitoring.,Critical,Resource,Scale up Oracle DB instance,2026-02-03 16:00:00,2
INC-10502,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Error code 504.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-01-03 10:00:00,3
INC-10503,Middleware,Access denied for user in Middleware. Urgent help needed.,Medium,Permissions,Update IAM policy for Middleware,2026-03-05 00:00:00,1
INC-10504,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-02-26 13:00:00,2
INC-10505,Identity Access,Data sync failure between Identity Access and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-01-20 02:00:00,5
INC-10506,Middleware,Latency spike in Middleware API. Error code 504.,Low,Performance,Clear cache and monitor,2026-02-19 01:00:00,5
INC-10507,SAP ERP,Latency spike in SAP ERP API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-04-01 18:00:00,5
INC-10508,Oracle DB,Data sync failure between Oracle DB and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-01-16 00:00:00,5
INC-10509,Middleware,Latency spike in Middleware API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-03-28 09:00:00,4
INC-10510,SAP ERP,Connection timeout in SAP ERP. Error code 504.,High,Network/DB,Restart SAP ERP services,2026-01-24 21:00:00,5
INC-10511,Identity Access,Latency spike in Identity Access API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-01-15 06:00:00,2
INC-10512,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-02-02 04:00:00,5
INC-10513,Identity Access,Latency spike in Identity Access API. Error code 504.,Low,Performance,Clear cache and monitor,2026-03-07 06:00:00,2
INC-10514,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-03-15 10:00:00,1
INC-10515,Middleware,Access denied for user in Middleware. Reported by monitoring.,Medium,Permissions,Update IAM policy for Middleware,2026-03-13 07:00:00,5
INC-10516,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Intermittent issue.,High,Network/DB,Restart Cloud Infrastructure services,2026-01-05 17:00:00,5
INC-10517,Identity Access,Latency spike in Identity Access API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-03-11 00:00:00,1
INC-10518,Middleware,Data sync failure between Middleware and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-02-23 14:00:00,3
INC-10519,Middleware,Data sync failure between Middleware and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-04-01 22:00:00,2
INC-10520,Identity Access,Connection timeout in Identity Access. Urgent help needed.,High,Network/DB,Restart Identity Access services,2026-02-26 16:00:00,4
INC-10521,Middleware,Access denied for user in Middleware. Reported by monitoring.,Medium,Permissions,Update IAM policy for Middleware,2026-01-06 01:00:00,3
INC-10522,Identity Access,Memory limit exceeded in Identity Access. Reported by monitoring.,Critical,Resource,Scale up Identity Access instance,2026-01-29 07:00:00,4
INC-10523,SAP ERP,Latency spike in SAP ERP API. Error code 504.,Low,Performance,Clear cache and monitor,2026-01-26 12:00:00,5
INC-10524,Cloud Infrastructure,Access denied for user in Cloud Infrastructure. Urgent help needed.,Medium,Permissions,Update IAM policy for Cloud Infrastructure,2026-01-27 10:00:00,5
INC-10525,Middleware,Memory limit exceeded in Middleware. Error code 504.,Critical,Resource,Scale up Middleware instance,2026-02-02 07:00:00,2
INC-10526,Oracle DB,Access denied for user in Oracle DB. Reported by monitoring.,Medium,Permissions,Update IAM policy for Oracle DB,2026-03-13 02:00:00,3
INC-10527,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-03-04 00:00:00,5
INC-10528,Oracle DB,Data sync failure between Oracle DB and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-02-26 16:00:00,5
INC-10529,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-02-01 10:00:00,3
INC-10530,SAP ERP,Data sync failure between SAP ERP and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-02-02 09:00:00,4
INC-10531,Identity Access,Data sync failure between Identity Access and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-01-26 02:00:00,5
INC-10532,Oracle DB,Data sync failure between Oracle DB and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-01-05 02:00:00,4
INC-10533,SAP ERP,Memory limit exceeded in SAP ERP. Error code 504.,Critical,Resource,Scale up SAP ERP instance,2026-02-13 15:00:00,5
INC-10534,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Intermittent issue.,High,Network/DB,Restart Cloud Infrastructure services,2026-01-13 16:00:00,2
INC-10535,SAP ERP,Latency spike in SAP ERP API. Error code 504.,Low,Performance,Clear cache and monitor,2026-02-03 17:00:00,4
INC-10536,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-01-28 02:00:00,5
INC-10537,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-02-10 07:00:00,1
INC-10538,SAP ERP,Data sync failure between SAP ERP and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-02-09 09:00:00,3
INC-10539,SAP ERP,Access denied for user in SAP ERP. Reported by monitoring.,Medium,Permissions,Update IAM policy for SAP ERP,2026-01-02 04:00:00,4
INC-10540,SAP ERP,Latency spike in SAP ERP API. Error code 504.,Low,Performance,Clear cache and monitor,2026-02-25 19:00:00,1
INC-10541,Identity Access,Connection timeout in Identity Access. Urgent help needed.,High,Network/DB,Restart Identity Access services,2026-03-02 00:00:00,3
INC-10542,SAP ERP,Memory limit exceeded in SAP ERP. Urgent help needed.,Critical,Resource,Scale up SAP ERP instance,2026-02-06 19:00:00,4
INC-10543,Oracle DB,Connection timeout in Oracle DB. Urgent help needed.,High,Network/DB,Restart Oracle DB services,2026-02-04 03:00:00,2
INC-10544,SAP ERP,Access denied for user in SAP ERP. Intermittent issue.,Medium,Permissions,Update IAM policy for SAP ERP,2026-01-02 19:00:00,1
INC-10545,Middleware,Data sync failure between Middleware and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-02-06 14:00:00,4
INC-10546,Identity Access,Data sync failure between Identity Access and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-01-03 01:00:00,4
INC-10547,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Intermittent issue.,High,Network/DB,Restart Cloud Infrastructure services,2026-02-11 10:00:00,4
INC-10548,Cloud Infrastructure,Access denied for user in Cloud Infrastructure. Error code 504.,Medium,Permissions,Update IAM policy for Cloud Infrastructure,2026-03-15 05:00:00,4
INC-10549,Oracle DB,Connection timeout in Oracle DB. Reported by monitoring.,High,Network/DB,Restart Oracle DB services,2026-03-17 23:00:00,4
INC-10550,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Urgent help needed.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-01-21 00:00:00,5
INC-10551,Middleware,Memory limit exceeded in Middleware. Intermittent issue.,Critical,Resource,Scale up Middleware instance,2026-03-29 14:00:00,2
INC-10552,Middleware,Connection timeout in Middleware. Reported by monitoring.,High,Network/DB,Restart Middleware services,2026-03-09 17:00:00,3
INC-10553,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-02-07 23:00:00,3
INC-10554,SAP ERP,Connection timeout in SAP ERP. Urgent help needed.,High,Network/DB,Restart SAP ERP services,2026-01-16 08:00:00,4
INC-10555,Middleware,Data sync failure between Middleware and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-03-31 11:00:00,1
INC-10556,Identity Access,Data sync failure between Identity Access and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-03-29 16:00:00,1
INC-10557,Middleware,Access denied for user in Middleware. Error code 504.,Medium,Permissions,Update IAM policy for Middleware,2026-03-01 18:00:00,2
INC-10558,Oracle DB,Connection timeout in Oracle DB. Reported by monitoring.,High,Network/DB,Restart Oracle DB services,2026-02-28 00:00:00,3
INC-10559,Middleware,Memory limit exceeded in Middleware. Error code 504.,Critical,Resource,Scale up Middleware instance,2026-03-20 02:00:00,1
INC-10560,SAP ERP,Connection timeout in SAP ERP. Urgent help needed.,High,Network/DB,Restart SAP ERP services,2026-01-07 01:00:00,3
INC-10561,Identity Access,Connection timeout in Identity Access. Reported by monitoring.,High,Network/DB,Restart Identity Access services,2026-02-26 10:00:00,2
INC-10562,Cloud Infrastructure,Access denied for user in Cloud Infrastructure. Reported by monitoring.,Medium,Permissions,Update IAM policy for Cloud Infrastructure,2026-03-03 05:00:00,2
INC-10563,Identity Access,Memory limit exceeded in Identity Access. Intermittent issue.,Critical,Resource,Scale up Identity Access instance,2026-01-22 16:00:00,4
INC-10564,SAP ERP,Connection timeout in SAP ERP. Urgent help needed.,High,Network/DB,Restart SAP ERP services,2026-03-19 13:00:00,3
INC-10565,Identity Access,Connection timeout in Identity Access. Reported by monitoring.,High,Network/DB,Restart Identity Access services,2026-03-04 17:00:00,2
INC-10566,Oracle DB,Access denied for user in Oracle DB. Error code 504.,Medium,Permissions,Update IAM policy for Oracle DB,2026-02-14 22:00:00,3
INC-10567,SAP ERP,Memory limit exceeded in SAP ERP. Reported by monitoring.,Critical,Resource,Scale up SAP ERP instance,2026-03-02 02:00:00,3
INC-10568,SAP ERP,Data sync failure between SAP ERP and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-02-01 01:00:00,3
INC-10569,Identity Access,Access denied for user in Identity Access. Urgent help needed.,Medium,Permissions,Update IAM policy for Identity Access,2026-02-27 13:00:00,5
INC-10570,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-02-17 13:00:00,4
INC-10571,SAP ERP,Data sync failure between SAP ERP and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-01-06 15:00:00,2
INC-10572,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Intermittent issue.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-03-15 23:00:00,5
INC-10573,Oracle DB,Memory limit exceeded in Oracle DB. Urgent help needed.,Critical,Resource,Scale up Oracle DB instance,2026-01-01 03:00:00,3
INC-10574,SAP ERP,Data sync failure between SAP ERP and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-03-25 03:00:00,1
